 1.00 10.67  3.21  3.00 18.00  4.00
 2.00 17.33  1.53  3.00 26.00  9.00
 3.00 26.25  5.25  4.00 36.25 14.50
 4.00 33.75  5.91  4.00 43.75 19.50
 5.00 35.50  4.20  4.00 49.25 19.25
 6.00 38.25  7.27  4.00 54.00 20.75
 7.00 31.67  2.52  3.00 46.33 15.00
 8.00 32.67  4.73  3.00 50.33 16.33
 9.00 26.67  3.79  3.00 38.67 14.33
10.00 20.33  4.04  3.00 30.67 10.67
11.00 17.67  0.58  3.00 25.00  7.67
12.00 17.00  4.36  3.00 24.33  7.33
